necessary talk front xiaomi mi 6 stands screen,['screen']
several reasons lead us say two main ones memory 6 gb processor snapdragon 835 corresponding adreno 540,"['memory', 'processor']"
going talk much since usual offers good amount personalized options surprise occasions stayed memory expected,['memory']
350 mah battery terminal,['battery']
arrived without problems day half use bad considering processor integrates noticed 10 nanometers technology manufacture used snapdragon 835,['processor']
addition screen speak next,['screen']
display steadily depending brightness hairpin goes six hours peaks eleven quite good,['display']
0 it's shame it's fourth version getting fill 50's battery 30 minute question mark that's line vast majority high end 2017,['battery']
screen integrated xiaomi mi 6 5 15 inches ips panel full hd resolution,['screen']
note xiaomi put rest done processor ram,"['processor', 'ram']"
yes speed work offers camera remarkable well application control complete,['camera']
yes sections design screen clearly step outstanding tested date,['screen']
say complies record without highlighting excess even media range premium able offer little level screen offered xiaomi mi 6,['screen']
usual terminals xiaomi possible extend storage included unit tested 64 gb without especially fast seen better since component type ufs 2,['storage']
0 truth perfectly complies bottleneck occurs working processor ram,"['processor', 'ram']"
results obtained performance tests demonstrate combination ram processor qualcomm allow xiaomi mi 6 best thing seen date see happens oneplus 5 happens hands summarizing xiaomi mi 6 nice phone disappoint perfectly meets stand models supposedly facing samsung lg opinion attractive differential,"['ram', 'processor']"
five inch screen hot curved metal glass body,['screen']
dual camera 2x optical zoom,['camera']
even premium model half price name brand counterpart talking ceramic finish 18 karat gold plated camera rims,['camera']
mi 6 lost audio jack favor battery juice made easier xiaomi focus waterproofing,['battery']
mi 6 gained almost 40g attribute sturdy stainless steel frame larger battery,['battery']
placeholder capacitive home key almost like carved front screen glass come metal rim case mi 5,['screen']
screen earpiece also doubles speaker,['screen']
8mp selfie camera around notification led couple sensors,['camera']
much changed since mi 5 display among long list upgrades,['display']
already used seeing qhd screens flagships screen diagonal quite content 1080p well,['screen']
choose three different options screen color calibration,['screen']
use phone bright light would brighten dark screen areas make better legible,['screen']
xiaomi mi 6 sealed battery 3 350mah,['battery']
0 supplied charger fill 55 depleted battery 30 minutes,['battery']
endurance rating stands long single battery charge last use xiaomi mi 6 hour telephony web browsing video playback daily,['battery']
established usage pattern battery results comparable across devices common day day tasks,['battery']
battery testing procedure described detail case interested nitty gritties,['battery']
also check complete battery test table see smartphones tested compare typical use,['battery']
packs octa core kryo 280 processor 4x2,['processor']
9ghz adreno 540 gpu 6 gigs ram case mi 6,['ram']
snapdragon 835 one powerful processor date sharing first place samsung exynos 8895 octa,['processor']
bested iphone 7 runs even lower 750p screen,['screen']
apps feature screen tests thus give better understanding gpu performance,['screen']
finally ran basemark os ii compound benchmarks gauge cpu gpu ram web os performance,['ram']
snapdragon 835 chip may equal latest exynos soc 1080p screen helped mi 6 score better galaxy s8 lineup,['screen']
scan phone malware manage blacklist manage restrict data usage configure battery behavior free ram,"['battery', 'ram']"
xiaomi mi 6 comes custom gallery app shows camera row default second tab includes images videos phone,['camera']
mi 6 hopping dual camera train swapped monochrome sensor telephoto one,['camera']
telephoto camera also great job good light comes handy need bit zoom,['camera']
quality gets close main camera images plenty detail great processing colors dynamic range,['camera']
mi 6 regular camera wide dynamic range sure times still want use hdr,['camera']
stabilization wider aperture help mi 6 main camera produce pleasant pictures lots fine detail natural colors despite spike noise levels,['camera']
much seen phones offer much longer exposure times guess download long exposure camera app play store badly needed,['camera']
like apple xiaomi wants use telephoto camera really good light mostly portraits,['camera']
6 lack optical stabilization smaller sensor telephoto camera probably unfit capture good low light images,['camera']
portrait mode uses telephoto camera software trickery create photo faux bokeh artificially blurry background resembling one occurs naturally use lens bright aperture large sensor camera,"['camera', 'camera']"
images came somewhat duller colors less contrast camera tuned generation pixel peepers find bokeh effect better,['camera']
also tested 8mp front facing camera,['camera']
new dual camera highlight package,['camera']
even get mi 5 owners craving upgrade though latest snapdragon 835 chip 6gb ram might well,['ram']
design cues xiaomi obviously took apple dual camera stereo speakers direct response iphone 7 plus,['camera']
15 smartphone dual camera take wrong way paying attention,['camera']
obviously really strong emphasis screen size statement,['screen']
iphone huawei lg would laugh first dual camera statement xiaomi clearly wants last laugh offering goodies fraction price,['camera']
apple iphone 7 plus first introduce exact dual camera setup mi 6 trying emulate actually succeeding,['camera']
processing power spare one best designs credible camera solid battery life quality stereo sound,"['camera', 'battery']"
sure display resolution could higher would hurt performance,['display']
15 screen reasonably sharp 1080p resolution helps squeeze every drop power snapdragon 835,['screen']
mi 6 fine stabilizing video missing really smooth steadicam like footage get flagship camera phones combine ois extra digital stabilization,['camera']
mi 6 shoots portrait shots faster iphone 7 takes longer camera read scene determine depth effect,['camera']
light low try use 2x camera mode mi 6 resort using digitally zoomed photo main camera,"['camera', 'camera']"
telephoto lens lacks kind stabilization would hardly need either light gets low phone stop using would instead switch cropping output main camera achieve zoomed effect,['camera']
course takes toll image quality recommend using second camera low light,['camera']
overall mi 6 flagship worthy camera processing even 100 magnification nothing got way positive impressions,['camera']
regular wide angle camera mi 6 12mp sony imx386 sensor 27mm f 1,['camera']
ois camera,['camera']
camera interface fairly simple features toggles hdr portrait mode flash left 2x telephoto video camera right,"['camera', 'camera']"
camera also offers quite different shooting modes panorama timer audio straighten manual beautify group shot tilt shift night hht well camera settings,"['camera', 'camera']"
xiaomi playing different camera sensors features even setups,['camera']
security app also allows define battery behavior selected apps applies restrictions apps choose,['battery']
wi fi connection used screen casting miracast google cast dlna,['screen']
still lets hook usb storage accessories charge devices,['storage']
ran battery test xiaomi mi 6 scored 80h rating surprisingly lower mi 5 rating,['battery']
metal rims reserved camera,['camera']
far many similarities certain cupertino smartphone though lack audio jack added water resistance telephoto camera portrait photography newly introduced stereo speakers,['camera']
dual 12mp camera telephoto lens portrait photography xiaomi take seems latest fad phones,['camera']
cheapest version phone retails 365 280 au 485 converted model gets 4gb ram 64gb onboard storage,"['ram', 'storage']"
step 6gb ram version 128gb onboard storage pay 2 899 chinese yuan 420 330 au 560,"['ram', 'storage']"
one mi 6 key features dual 12 megapixel camera setup hot trend days,['camera']
qualcomm snapdragon 836 processor keeps mi 6 buttery smooth,['processor']
battery life superb well,['battery']
selfies came looking good 8 megapixel mi 6 front facing camera ran problems lot phones comes bad lighting,['camera']
15 inch screen 1080 pixel display looks good naked eye,"['screen', 'display']"
premium ceramic version 18k gold finish 128gb storage space sells little 2 999 chinese yuan,['storage']
love mi 6 amazing device speedy processor samsung galaxy s8 769,['processor']
mi6 design huge departure xiaomi mi5s means still get glass fingerprint scanner home screen sort looks like button fell overly keen returned glass rear mi5 upgraded aluminium 5s,['screen']
something missing though headphone jack swapped usb c port order allow space higher capacity battery,['battery']
xiaomi mi5s fitted sony imx378 12mp camera also used google pixel one offers good image quality,['camera']
front camera also upgraded 4 8mp plenty clear enough video chat selfies,['camera']
main differences notice lack app tray everything laid home screen iphone esque fashion find changes settings menu,['screen']
