It does everything really  really well  and while it may not truly excel in areas such as screen resolution and camera quality  the OnePlus 3T is still astonishingly good value for what is a serious flagship contender,"['screen', 'camera']"
  In the run up to the OnePlus 3T launch there were several reports suggesting the new phone would drop the AMOLED screen technology used on the OnePlus 3 in favor of a LCD screen   luckily that didn t happen,"['screen', 'screen']"
 Tap the app drawer icon in the dock at the bottom of the display and you ll find a vertically scrolling list of all your installed applications   of which very few come preinstalled,['display']
   With a heap of power under the hood  a full HD AMOLED display  a larger 128GB storage option and a headphone jack  the OnePlus 3T comes well equipped for music  movies and gaming,"['display', 'storage']"
 The OnePlus 3T sports Qualcomm s Snapdragon 821 chipset   that s the same chip you ll find in the Google Pixel and Pixel XL   and with 6GB of RAM providing ample support this is a serious power player,['ram']
  The most welcome addition to the OnePlus 3T over the OnePlus 3 is the bigger battery,['battery']
  On the rear of the OnePlus 3T nothing has changed over the OnePlus 3  with the same Sony made 16MP rear camera protruding from the metal uni body  and a single LED flash sitting below it,['camera']
   The big difference in the camera department here is round the front,['camera']
   While the OnePlus 3T is an improvement over the handset you re holding in your hand right now   the battery life is the standout upgrade   it s difficult to justify trading in for the newer model,['battery']
   The OnePlus 3T improves on the OnePlus 3 in several key areas  notably improved battery life and slicker performance,['battery']
  Some will point to the lack of expandable storage as a stumbling block  while its larger size rules it out for those wanting something a little more manageable in the hand,['storage']
    It does everything really  really well  and while it may not truly excel in areas such as screen resolution and camera quality  the OnePlus 3T is still astonishingly good value for what is a serious flagship contender,"['screen', 'camera']"
  OnePlus  reasoning for bumping up this camera is to appeal to the Facebook Live Snapchat selfie generation   and if you fall into this category you ll likely be impressed,['camera']
  The OnePlus 3T s camera provides a solid showing in most situations  while it s not quite up there with the newest iPhones or Samsungs you could do a lot worse than this snapper,['camera']
   Images can look a little darker   especially in low light   compared to those from the competition  but OnePlus says it s engineered its camera this way to give a result that s truer to what your eyes see in the same scenario  instead of brightening up dark areas artificially,['camera']
    Fire up the camera app and it s more of the same from OnePlus  with a relatively clean interface giving you control over HDR  high dynamic range  and HQ  high quality  modes,['camera']
18 with the battery at 65  to see just how fast Dash charging is,['battery']
  We ran the TechRadar 90 minute Full HD video test on the OnePlus 3T  with screen brightness at max  Wi Fi connected and accounts syncing in the background,['screen']
  It means battery capacity has increased from 3 000mAh in the OnePlus 3 to 3 400mAh in the 3T   and it shows,['battery']
   Video playback is also great on the OnePlus 3T  with the Full HD display providing clear visuals and bright colors   although it doesn t have quite the same clarity as the QHD resolution displays of the Galaxy S7 Edge  HTC 10 and LG G5,['display']
    There s a new wallpaper  the  clear all  button in the multi tasking menu is bigger  circular and centralized  and the screen brightness slider in the notification bar now has a toggle for auto brightness,['screen']
 Swipe down from the top of the display and the notification panel offers a range of editable quick settings and a screen brightness slider,"['display', 'screen']"
  One of the main upgrades in the OnePlus 3T is on screen performance  with the Chinese firm claiming it s faster than the Galaxy S7 and iPhone 7 thanks to the new chipset stuffed inside,['screen']
  This allowed the OnePlus 3T to maintain the same slim profile and bright  vibrant display,['display']
  What that means is text  images and video are clear and smooth   although the display lacks the supreme clarity of the QHD toting LG G6 and Galaxy S8,['display']
35mm   same aluminum uni body  same rear camera protrusion  same factory fitted  but removable  screen protector ,"['camera', 'screen']"
  That s up from the  399   329  around AU 450  for the OnePlus 3   but there was another storage price option with the OnePlus 3T,['storage']
   OnePlus introduced a new 128GB storage option for its fourth generation flagship  which set you back  479    439  around AU 630    it s a move that will likely delight some users  with the firm continuing to shun expandable memory features such as a microSD slot,"['storage', 'memory']"
   That means you re getting slicker performance  longer battery life  a punchier selfie snapper and a new storage option   at a slightly higher price,"['battery', 'storage']"
   The 3T wasn t a completely new phone   even OnePlus admits that  instead billing it as new variant of the 3  and too right   the OnePlus 3T has the same design  screen  RAM  rear camera and fingerprint scanner as the phone it s shoving out of the limelight,"['screen', 'ram', 'camera']"
 As a result  you get a 4x5 grid over the previous 4x4 one  and icons are able to make much better use of the phone s screen,['screen']
 Turn the OnePlus 3T over and you ll see a moderate camera bump from the protruding rear camera,"['camera', 'camera']"
5 inch screen is on paper identical to the OnePlus 3 s,['screen']
 You can also customise how the Home screen looks and performs,['screen']
 If you want  swiping up anywhere on the Home screen can open search  or swiping down from anywhere opens the notification panel so you don t have to drag from the top,['screen']
 Paired with 6GB of DDR4 RAM it s unsurprising that the OnePlus 3T feels incredibly snappy,['ram']
 OnePlus hasn t changed the rear facing camera from the OnePlus 3,['camera']
 Camera performance compared to the OnePlus 3 hasn t changed a great deal  and the OIS helps to maintain less blurry shots under low light,['camera']
